"id","year","active_year","type_of_violence","conflict_new_id","conflict_name","dyad_new_id","dyad_name","side_a_new_id","gwnoa","side_a","side_b_new_id","gwnob","side_b","number_of_sources","source_article","source_office","source_date","source_headline","source_original","where_prec","where_coordinates","adm_1","adm_2","latitude","longitude","geom_wkt","priogrid_gid","country","country_id","region","event_clarity","date_prec","date_start","date_end","deaths_a","deaths_b","deaths_civilians","deaths_unknown","low","best","high"
53734,1989,1,2,10620,"Mohajir - Pashtun",11230,"Mohajir - Pashtun",2848,"","Mohajir",2847,NA,"Pashtun",-1,"R 14/3 1989","",NA,"","Police",1,"Karachi Town","Sindh Province","Karachi District",24.86,67.01,"POINT (67.010000 24.860000)",165375,"Pakistan",770,"Asia",2,2,"1989-03-10","1989-03-14",0,0,0,12,12,12,12
53285,1990,1,2,10621,"Mohajir - Sindhi",11231,"Mohajir - Sindhi",2848,"","Mohajir",2849,NA,"Sindhi",-1,"R 30/1 1990, 31/1 1990","",NA,"","Doctors",1,"Hyderabad Town","Sindh Province","Hyderabad District",25.379167,68.368333,"POINT (68.368333 25.379167)",166097,"Pakistan",770,"Asia",1,1,"1990-01-30","1990-01-30",0,0,0,13,13,13,13
73660,1990,1,1,322,"Bangladesh:Chittagong Hill Tracts",705,"Government of Bangladesh - JSS/SB",143,"771","Government of Bangladesh",285,NA,"JSS/SB",-1,"R 11/15/1990 FOUR BANGLADESHI TRIBAL REBELS KILLED IN BATTLES WITH ARMY.","",NA,"","officials",4,"Chittagong Division","Chittagong Division","",22.916667,91.5,"POINT (91.500000 22.916667)",162544,"Bangladesh",771,"Asia",2,2,"1990-11-13","1990-11-15",0,3,1,0,4,4,4
72630,1991,0,2,4591,"Supporters of Awami League - Supporters of BNP",5201,"Supporters of Awami League - Supporters of BNP",372,"","Supporters of Awami League",374,NA,"Supporters of BNP",-1,"Reuters (9 January 1991):  ""TWO KILLED, 10 HURT IN CLASHES BETWEEN RIVAL ACTIVISTS"".","",NA,"","police and witnesses",1,"Chittagong town","Chittagong Division","Chittagong District",22.338396,91.831685,"POINT (91.831685 22.338396)",161824,"Bangladesh",771,"Asia",1,1,"1991-01-09","1991-01-09",0,0,0,2,2,2,2
49838,1991,1,2,4785,"MTA - UWSA",5395,"MTA - UWSA",255,"","MTA",364,NA,"UWSA",-1,"R 21/12 1991","",NA,"","",6,"Myanmar (Burma)","","",22,98,"POINT (98.000000 22.000000)",161837,"Myanmar (Burma)",775,"Asia",2,4,"1991-12-01","1991-12-21",50,300,0,0,350,350,350
71694,1992,1,1,222,"Myanmar (Burma):Government",434,"Government of Myanmar (Burma) - ABSDF",144,"775","Government of Myanmar (Burma)",185,NA,"ABSDF",1,"""Far from home: 20 years in exile.,2008-12-31,.""","Far from home: 20 years in exile.",2008-12-31,".","AGGREGATION ",6,"Myanmar (Burma)","","",22,98,"POINT (98.000000 22.000000)",161837,"Myanmar (Burma)",775,"Asia",2,5,"1992-01-01","1992-12-31",0,0,0,25,25,25,25
49212,1992,1,1,221,"Myanmar (Burma):Karen",428,"Government of Myanmar (Burma) - KNU",144,"775","Government of Myanmar (Burma)",180,NA,"KNU",-1,"R 21/2 1992","",NA,"","thai army source",1,"Manerplaw base","Kayin State","Kawkareik District",17.836972,97.678028,"POINT (97.678028 17.836972)",155356,"Myanmar (Burma)",775,"Asia",2,4,"1992-02-07","1992-02-21",80,0,0,0,80,80,80
73890,1992,1,3,512,"JSS/SB - Civilians",979,"JSS/SB - Civilians",285,"","JSS/SB",1,NA,"Civilians",-1,"R, 1992-05-05","",NA,"","security officials",1,"Amtali town","Chittagong Division","Chittagong District",22.750428,91.753009,"POINT (91.753009 22.750428)",162544,"Bangladesh",771,"Asia",1,1,"1992-05-04","1992-05-04",0,0,3,0,3,3,3
54302,1994,1,2,4805,"MQM - MQM-H",5415,"MQM - MQM-H",354,"","MQM",832,NA,"MQM-H",-1,"R 6/12 1994","",NA,"","Police",1,"Karachi Town","Sindh Province","Karachi District",24.86,67.01,"POINT (67.010000 24.860000)",165375,"Pakistan",770,"Asia",1,1,"1994-12-06","1994-12-06",0,0,1,10,11,11,11
50326,1994,1,1,264,"Myanmar (Burma):Shan",549,"Government of Myanmar (Burma) - MTA",144,"775","Government of Myanmar (Burma)",255,NA,"MTA",-1,"R 18/5 1994","",NA,"","MTA sources, government TV",4,"Shan State","Shan State","",22,98,"POINT (98.000000 22.000000)",161837,"Myanmar (Burma)",775,"Asia",2,2,"1994-05-12","1994-05-16",34,4,0,0,38,38,38
55029,1994,1,2,4805,"MQM - MQM-H",5415,"MQM - MQM-H",354,"","MQM",832,NA,"MQM-H",-1,"R 14/8 1994","",NA,"","Government sources",1,"Karachi Town","Sindh Province","Karachi District",24.86,67.01,"POINT (67.010000 24.860000)",165375,"Pakistan",770,"Asia",1,1,"1994-08-14","1994-08-14",0,0,0,7,7,7,7
59569,1994,1,2,4805,"MQM - MQM-H",5415,"MQM - MQM-H",354,"","MQM",832,NA,"MQM-H",-1,"R 18/10 1994","",NA,"","Police",1,"Karachi Town","Sindh Province","Karachi District",24.86,67.01,"POINT (67.010000 24.860000)",165375,"Pakistan",770,"Asia",1,1,"1994-10-17","1994-10-17",3,0,0,0,3,3,3
52251,1994,1,2,4805,"MQM - MQM-H",5415,"MQM - MQM-H",354,"","MQM",832,NA,"MQM-H",-1,"R 12/11 1994","",NA,"","Police",1,"Karachi Town","Sindh Province","Karachi District",24.86,67.01,"POINT (67.010000 24.860000)",165375,"Pakistan",770,"Asia",2,2,"1994-11-10","1994-11-12",0,0,0,2,2,2,2
55047,1994,1,2,4805,"MQM - MQM-H",5415,"MQM - MQM-H",354,"","MQM",832,NA,"MQM-H",-1,"R 22/11 1994","",NA,"","Police",1,"Karachi Town","Sindh Province","Karachi District",24.86,67.01,"POINT (67.010000 24.860000)",165375,"Pakistan",770,"Asia",1,1,"1994-11-22","1994-11-22",0,0,0,6,6,6,6
51352,1994,0,2,4612,"DKBA - KNU",5222,"DKBA - KNU",785,"","DKBA",180,NA,"KNU",-1,"R 16/12 1994","",NA,"","",5,"Confluence of the Moie and Salween rivers","","",17.832892,97.69095,"POINT (97.690950 17.832892)",155356,"Myanmar (Burma)",775,"Asia",1,1,"1994-12-16","1994-12-16",0,3,0,0,3,3,3
55089,1995,1,2,4805,"MQM - MQM-H",5415,"MQM - MQM-H",354,"","MQM",832,NA,"MQM-H",-1,"R 12/3 1995","",NA,"","Police",1,"Karachi Town","Sindh Province","Karachi District",24.86,67.01,"POINT (67.010000 24.860000)",165375,"Pakistan",770,"Asia",1,1,"1995-03-12","1995-03-12",0,0,0,6,6,6,6
55105,1995,1,1,404,"Pakistan:Government",855,"Government of Pakistan - MQM",142,"770","Government of Pakistan",354,NA,"MQM",-1,"R 22/5 1995, BBC 25/5 1995","",NA,"","Government spokesman",1,"Karachi Town","Sindh Province","Karachi District",24.86,67.01,"POINT (67.010000 24.860000)",165375,"Pakistan",770,"Asia",1,1,"1995-05-22","1995-05-22",4,0,0,9,13,13,16
55106,1995,0,1,218,"Government of India-Government of Pakistan",422,"Government of India - Government of Pakistan",141,"750","Government of India",142,770,"Government of Pakistan",-1,"R 31/5 1995","",NA,"","Pakistani official",3,"Neelam District","Azad Jammu & Kashmir","Neelam District",34.919183,74.430014,"POINT (74.430014 34.919183)",179789,"Pakistan",770,"Asia",1,1,"1995-05-30","1995-05-30",0,0,0,0,0,0,24
48721,1995,0,1,253,"Myanmar (Burma):Karenni",511,"Government of Myanmar (Burma) - KNPP",144,"775","Government of Myanmar (Burma)",225,NA,"KNPP",-1,"Bangkok Post 3/11","",NA,"","",4,"Kayah State","Kayah State","",19.25,97.5,"POINT (97.500000 19.250000)",157516,"Myanmar (Burma)",775,"Asia",2,5,"1995-07-01","1995-11-01",0,0,0,0,0,0,198
53234,1995,1,2,4805,"MQM - MQM-H",5415,"MQM - MQM-H",354,"","MQM",832,NA,"MQM-H",-1,"R 26/6 1995","",NA,"","Police",1,"Karachi Town","Sindh Province","Karachi District",24.86,67.01,"POINT (67.010000 24.860000)",165375,"Pakistan",770,"Asia",1,1,"1995-06-26","1995-06-26",0,0,0,16,16,16,16
50245,1995,1,1,264,"Myanmar (Burma):Shan",549,"Government of Myanmar (Burma) - MTA",144,"775","Government of Myanmar (Burma)",255,NA,"MTA",-1,"R 25/8 1995","",NA,"","MTA spokesman",4,"Shan State","Shan State","",22,98,"POINT (98.000000 22.000000)",161837,"Myanmar (Burma)",775,"Asia",2,4,"1995-08-11","1995-08-25",0,30,0,0,30,30,30
49900,1995,0,2,4612,"DKBA - KNU",5222,"DKBA - KNU",785,"","DKBA",180,NA,"KNU",-1,"Bangkok Post 7/5 1996","",NA,"","",6,"Myanmar (Burma)","","",22,98,"POINT (98.000000 22.000000)",161837,"Myanmar (Burma)",775,"Asia",1,1,"1995-12-09","1995-12-09",2,0,0,0,2,2,2
50992,1996,1,3,488,"Government of Myanmar (Burma) - Civilians",955,"Government of Myanmar (Burma) - Civilians",144,"775","Government of Myanmar (Burma)",1,NA,"Civilians",-1,"Burma Human Rights yearbook 1996","",NA,"","",3,"Hpa-an District","Kayin State","Hpa-an District",17.7,97.7,"POINT (97.700000 17.700000)",155356,"Myanmar (Burma)",775,"Asia",1,4,"1996-01-01","1996-01-30",0,0,1,0,1,1,1
49208,1997,1,3,488,"Government of Myanmar (Burma) - Civilians",955,"Government of Myanmar (Burma) - Civilians",144,"775","Government of Myanmar (Burma)",1,NA,"Civilians",-1,"R 21/3 1997, R 2/4","",NA,"","All Burma Young Monks' Union (an exiled group of monks)",1,"Mandalay town","Mandalay Division","Mandalay District",22,96.083333,"POINT (96.083333 22.000000)",161833,"Myanmar (Burma)",775,"Asia",2,4,"1997-03-01","1997-03-21",0,0,1,0,1,1,2
59602,1997,1,2,4805,"MQM - MQM-H",5415,"MQM - MQM-H",354,"","MQM",832,NA,"MQM-H",-1,"r 26/5 1997","",NA,"","police",1,"Karachi Town","Sindh Province","Karachi District",24.86,67.01,"POINT (67.010000 24.860000)",165375,"Pakistan",770,"Asia",1,1,"1997-05-26","1997-05-26",2,0,0,0,2,2,2
55236,1997,1,2,4805,"MQM - MQM-H",5415,"MQM - MQM-H",354,"","MQM",832,NA,"MQM-H",-1,"r 10/6 1997","",NA,"","",1,"Karachi Town","Sindh Province","Karachi District",24.86,67.01,"POINT (67.010000 24.860000)",165375,"Pakistan",770,"Asia",1,1,"1997-06-10","1997-06-10",0,2,0,0,2,2,2
50544,1998,1,2,4612,"DKBA - KNU",5222,"DKBA - KNU",785,"","DKBA",180,NA,"KNU",-1,"Japan Economic Newswire 13/5","",NA,"","",5,"Thai Border East","","",14.705158,98.331783,"POINT (98.331783 14.705158)",151037,"Myanmar (Burma)",775,"Asia",1,1,"1998-05-11","1998-05-11",4,0,0,0,4,4,4
55318,1998,0,1,404,"Pakistan:Government",855,"Government of Pakistan - MQM",142,"770","Government of Pakistan",354,NA,"MQM",-1,"r 15/8","",NA,"","",1,"Karachi Town","Sindh Province","Karachi District",24.86,67.01,"POINT (67.010000 24.860000)",165375,"Pakistan",770,"Asia",1,1,"1998-08-15","1998-08-15",3,0,0,0,3,3,6
49737,1998,1,3,488,"Government of Myanmar (Burma) - Civilians",955,"Government of Myanmar (Burma) - Civilians",144,"775","Government of Myanmar (Burma)",1,NA,"Civilians",-1,"Burma Human Rights Yearbook 1998","",NA,"","",6,"Myanmar (Burma)","","",22,98,"POINT (98.000000 22.000000)",161837,"Myanmar (Burma)",775,"Asia",1,1,"1998-10-13","1998-10-13",0,0,1,0,1,1,1
50507,1998,1,3,488,"Government of Myanmar (Burma) - Civilians",955,"Government of Myanmar (Burma) - Civilians",144,"775","Government of Myanmar (Burma)",1,NA,"Civilians",-1,"Burma Human Rights Yearbook 1998","",NA,"","",4,"Tanintharyi Division","Tanintharyi Division","",13,98.75,"POINT (98.750000 13.000000)",148878,"Myanmar (Burma)",775,"Asia",1,1,"1998-10-30","1998-10-30",0,0,5,0,5,5,5
49135,1999,1,3,488,"Government of Myanmar (Burma) - Civilians",955,"Government of Myanmar (Burma) - Civilians",144,"775","Government of Myanmar (Burma)",1,NA,"Civilians",-1,"Burma Human Rights Yearbook 1999","",NA,"","",3,"Loikaw District","Kayah State","Loikaw District",19.49125,97.341751,"POINT (97.341751 19.491250)",157515,"Myanmar (Burma)",775,"Asia",1,1,"1999-06-23","1999-06-23",0,0,2,0,2,2,2
50554,1999,0,1,253,"Myanmar (Burma):Karenni",511,"Government of Myanmar (Burma) - KNPP",144,"775","Government of Myanmar (Burma)",225,NA,"KNPP",-1,"Bangkok Post 10/7","",NA,"","thai border source",5,"Thai Border East","","",14.705158,98.331783,"POINT (98.331783 14.705158)",151037,"Myanmar (Burma)",775,"Asia",1,1,"1999-07-09","1999-07-09",3,0,0,0,3,3,3
50359,1999,1,3,488,"Government of Myanmar (Burma) - Civilians",955,"Government of Myanmar (Burma) - Civilians",144,"775","Government of Myanmar (Burma)",1,NA,"Civilians",-1,"Burma Human Rights Yearbook 1999","",NA,"","",4,"Shan State","Shan State","",22,98,"POINT (98.000000 22.000000)",161837,"Myanmar (Burma)",775,"Asia",1,1,"1999-10-03","1999-10-03",0,0,1,0,1,1,1
51144,2000,0,1,223,"Myanmar (Burma):Arakan",442,"Government of Myanmar (Burma) - RSO",144,"775","Government of Myanmar (Burma)",187,NA,"RSO",-1,"AFP 13/11","",NA,"","",5,"Bangladesh border Bangladesh","","",21.267122,92.215,"POINT (92.215000 21.267122)",160385,"Bangladesh",771,"Asia",1,1,"2000-11-10","2000-11-10",11,0,0,0,11,11,11
50588,2001,1,1,264,"Myanmar (Burma):Shan",550,"Government of Myanmar (Burma) - RCSS",144,"775","Government of Myanmar (Burma)",256,NA,"RCSS",-1,"Bangkok Post 8/4","",NA,"","",5,"Thai border North Myanmar","","",20.001944,99.0525,"POINT (99.052500 20.001944)",158959,"Myanmar (Burma)",775,"Asia",1,1,"2001-04-07","2001-04-07",1,0,1,0,2,2,2
50547,2001,0,2,4612,"DKBA - KNU",5222,"DKBA - KNU",785,"","DKBA",180,NA,"KNU",-1,"AFP 8/7","",NA,"","",5,"Thai Border East","","",14.705158,98.331783,"POINT (98.331783 14.705158)",151037,"Myanmar (Burma)",775,"Asia",2,2,"2001-07-07","2001-07-08",1,3,0,0,4,4,4
48980,2002,1,3,488,"Government of Myanmar (Burma) - Civilians",955,"Government of Myanmar (Burma) - Civilians",144,"775","Government of Myanmar (Burma)",1,NA,"Civilians",-1,"Burma Human Rights Yearbook 2002-2003","",NA,"","",5,"Kun-Hing Township","Shan State","Loilen District",21.304659,98.429888,"POINT (98.429888 21.304659)",160397,"Myanmar (Burma)",775,"Asia",1,1,"2002-04-20","2002-04-20",0,0,1,0,1,1,1
49417,2003,1,3,488,"Government of Myanmar (Burma) - Civilians",955,"Government of Myanmar (Burma) - Civilians",144,"775","Government of Myanmar (Burma)",1,NA,"Civilians",-1,"Burma Human Rights Yearbook 2003","",NA,"","",5,"Mong Keung Township","Shan State","Loilen District",21.607778,97.530556,"POINT (97.530556 21.607778)",161116,"Myanmar (Burma)",775,"Asia",1,4,"2003-06-01","2003-06-10",0,0,1,0,1,1,1
50037,2003,1,3,488,"Government of Myanmar (Burma) - Civilians",955,"Government of Myanmar (Burma) - Civilians",144,"775","Government of Myanmar (Burma)",1,NA,"Civilians",-1,"Burma Human Rights Yearbook 2003","",NA,"","",3,"Myeik District","Tanintharyi Division","Myeik District",12.416667,99.05,"POINT (99.050000 12.416667)",147439,"Myanmar (Burma)",775,"Asia",1,1,"2003-09-19","2003-09-19",0,0,2,0,2,2,2
73676,2005,1,1,11350,"Bangladesh:Government",10985,"Government of Bangladesh - PBCP",143,"771","Government of Bangladesh",805,NA,"PBCP",-1,"SATP","",NA,"","",6,"Bangladesh","","",21.45,91.9833,"POINT (91.983300 21.450000)",160384,"Bangladesh",771,"Asia",1,1,"2005-05-12","2005-05-12",0,0,0,0,0,0,1
187846,2005,1,1,418,"United States of America:Government",878,"Government of United States of America - al-Qaida ",3,"2","Government of United States of America",769,NA,"al-Qaida ",-1,"AFP 2005-08-28","",NA,"","officials",2,"Shawal Area","Federally Administered Tribal Areas","North Waziristan",32.622222,69.472778,"POINT (69.472778 32.622222)",176899,"Pakistan",770,"Asia",1,1,"2005-08-28","2005-08-28",0,0,0,0,0,0,2
73747,2006,1,1,11350,"Bangladesh:Government",11991,"Government of Bangladesh - PBCP-J",143,"771","Government of Bangladesh",1165,NA,"PBCP-J",-1,"SATP","",NA,"","",3,"Chuadanga District","Khulna Division","Chuadanga District",23.60728,88.84878,"POINT (88.848780 23.607280)",163978,"Bangladesh",771,"Asia",1,1,"2006-10-02","2006-10-02",0,1,0,0,1,1,1
49582,2007,1,2,4612,"DKBA - KNU",5222,"DKBA - KNU",785,"","DKBA",180,NA,"KNU",-1,"March 19, Irrawaddy ""Karen villagers demonstrate against armed conflict - Shah Paung"", April 5, Irrawaddy","",NA,"","",6,"Myanmar (Burma)","","",22,98,"POINT (98.000000 22.000000)",161837,"Myanmar (Burma)",775,"Asia",3,4,"2007-02-15","2007-02-28",2,0,0,0,2,2,2
49626,2007,1,2,4612,"DKBA - KNU",5222,"DKBA - KNU",785,"","DKBA",180,NA,"KNU",-1,"Burma Human Rights Yearbook 2007","",NA,"","",6,"Myanmar (Burma)","","",22,98,"POINT (98.000000 22.000000)",161837,"Myanmar (Burma)",775,"Asia",1,4,"2007-04-01","2007-04-30",0,0,1,0,1,1,1
59528,2007,1,1,325,"Pakistan:Balochistan",709,"Government of Pakistan - BLA",142,"770","Government of Pakistan",287,NA,"BLA",-1,"balochvoice.com 7/5","",NA,"","",3,"Kohlu District","Balochistan Province","Kohlu District",29.644141,68.80721,"POINT (68.807210 29.644141)",172578,"Pakistan",770,"Asia",1,1,"2007-05-06","2007-05-06",0,0,0,0,0,0,16
49679,2007,1,2,4612,"DKBA - KNU",5222,"DKBA - KNU",785,"","DKBA",180,NA,"KNU",-1,"Burma Human Rights Yearbook 2007","",NA,"","",6,"Myanmar (Burma)","","",22,98,"POINT (98.000000 22.000000)",161837,"Myanmar (Burma)",775,"Asia",1,1,"2007-07-02","2007-07-02",0,0,2,0,2,2,2
50994,2007,1,3,488,"Government of Myanmar (Burma) - Civilians",955,"Government of Myanmar (Burma) - Civilians",144,"775","Government of Myanmar (Burma)",1,NA,"Civilians",-1,"Burma Human Rights Yearbook 2007","",NA,"","",3,"Hpa-an District","Kayin State","Hpa-an District",17.7,97.7,"POINT (97.700000 17.700000)",155356,"Myanmar (Burma)",775,"Asia",1,1,"2007-08-27","2007-08-27",0,0,1,0,1,1,1
55924,2007,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"AP 14/11","",NA,"","military spokesman",2,"Hazara Town","Khyber Pakhtunkwa Province","Swat District",34.8,72.3,"POINT (72.300000 34.800000)",179785,"Pakistan",770,"Asia",1,1,"2007-11-14","2007-11-14",0,6,0,0,6,6,6
55969,2007,1,3,530,"TTP - Civilians",997,"TTP - Civilians",356,"","TTP",1,NA,"Civilians",-1,"R 17/11 2007","",NA,"","family",1,"Mir Ali Town","Federally Administered Tribal Areas","North Waziristan",32.970219,70.2,"POINT (70.200000 32.970219)",176901,"Pakistan",770,"Asia",1,1,"2007-11-17","2007-11-17",0,0,1,0,1,1,1
56039,2007,0,3,513,"BLA - Civilians",980,"BLA - Civilians",287,"","BLA",1,NA,"Civilians",-1,"AP 25/12 2007","",NA,"","",2,"Nilagh Town","Punjab Province","Dera Ghazi Khan District",28.803183,69.344732,"POINT (69.344732 28.803183)",171139,"Pakistan",770,"Asia",1,1,"2007-12-25","2007-12-25",0,0,0,0,0,0,4
56222,2008,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Geo TV website, Dubai, in English 09 Mar 08","",NA,"","",2,"Pindiali tehsil","Federally Administered Tribal Areas","Mohmand Agency",34.370447,71.511581,"POINT (71.511581 34.370447)",179064,"Pakistan",770,"Asia",1,1,"2008-03-09","2008-03-09",0,0,1,0,1,1,1
52151,2008,1,2,4588,"Bangesh - Turi",5198,"Bangesh - Turi",790,"","Bangesh",791,NA,"Turi",-1,"sGeo TV website, Karachi, in English 13 Aug 08","",NA,"","",3,"Kurram Agency","Federally Administered Tribal Areas","Kurram Agency",33.710172,70.340096,"POINT (70.340096 33.710172)",178341,"Pakistan",770,"Asia",1,4,"2008-08-05","2008-08-13",0,0,0,54,54,54,54
56563,2008,1,3,530,"TTP - Civilians",997,"TTP - Civilians",356,"","TTP",1,NA,"Civilians",-1,"Dawn website, Karachi, in English 21 Aug 08","",NA,"","",1,"Kodakhel Village","Federally Administered Tribal Areas","Mohmand Agency",34.426944,71.127222,"POINT (71.127222 34.426944)",179063,"Pakistan",770,"Asia",1,1,"2008-08-21","2008-08-21",0,0,1,0,1,1,1
56776,2008,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"PTV News, Islamabad, in English 0000gmt 11 Oct 08","",NA,"","offical sources",1,"Rashkai Town","Federally Administered Tribal Areas","Bajaur Agency",34.706635,71.411251,"POINT (71.411251 34.706635)",179783,"Pakistan",770,"Asia",1,1,"2008-10-11","2008-10-11",0,0,0,2,1,2,1
56850,2008,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Associated Press of Pakistan news agency, Islamabad, in English 0534gmt 04 Nov 08, R 4/11","",NA,"","police",2,"Doaba Town","Khyber Pakhtunkwa Province","Hangu District",33.425723,70.737204,"POINT (70.737204 33.425723)",177622,"Pakistan",770,"Asia",1,1,"2008-11-04","2008-11-04",1,1,0,0,2,2,2
53673,2008,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"sGeo TV website, Karachi, in English 11 Nov 08","",NA,"","",2,"Zor Bandar fort","Federally Administered Tribal Areas","Bajaur Agency",34.689049,71.338827,"POINT (71.338827 34.689049)",179783,"Pakistan",770,"Asia",1,1,"2008-11-11","2008-11-11",0,0,0,3,3,3,3
57274,2009,1,3,530,"TTP - Civilians",997,"TTP - Civilians",356,"","TTP",1,NA,"Civilians",-1,"r 15/2","",NA,"","",3,"North Waziristan","Federally Administered Tribal Areas","North Waziristan",32.950871,69.957639,"POINT (69.957639 32.950871)",176900,"Pakistan",770,"Asia",1,1,"2009-02-15","2009-02-15",0,0,1,0,1,1,1
60556,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"The News website, Islamabad, in English 21 Feb 09","",NA,"","",1,"Khar Town","Federally Administered Tribal Areas","Bajaur Agency",34.613448,71.938726,"POINT (71.938726 34.613448)",179784,"Pakistan",770,"Asia",1,1,"2009-02-20","2009-02-20",0,0,0,2,2,2,2
60561,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"r 9/3","",NA,"","government sources",3,"Mohmand Agency","Federally Administered Tribal Areas","Mohmand Agency",34.46386,71.351161,"POINT (71.351161 34.463860)",179063,"Pakistan",770,"Asia",1,1,"2009-03-08","2009-03-08",0,0,0,15,15,15,15
54779,2009,1,3,530,"TTP - Civilians",997,"TTP - Civilians",356,"","TTP",1,NA,"Civilians",-1,"The News website, Islamabad, in English 21 Mar 09","",NA,"","",5,"Upper Tehsil","Federally Administered Tribal Areas","Orakzai Agency",33.67097,70.775148,"POINT (70.775148 33.670970)",178342,"Pakistan",770,"Asia",1,1,"2009-03-20","2009-03-20",0,0,1,0,1,1,1
57380,2009,1,1,325,"Pakistan:Balochistan",711,"Government of Pakistan - BRA",142,"770","Government of Pakistan",289,NA,"BRA",-1,"SATP","",NA,"","",3,"Dera Bugti District","Balochistan Province","Dera Bugti District",28.942498,69.06883,"POINT (69.068830 28.942498)",171139,"Pakistan",770,"Asia",1,1,"2009-04-26","2009-04-26",1,5,0,0,6,6,6
57383,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"ap 26/4, Associated Press of Pakistan news agency, Islamabad, in English 1814gmt 26 Apr 09","",NA,"","",2,"Lal Qila Area","Khyber Pakhtunkwa Province","Lower Dir District",34.952778,71.811389,"POINT (71.811389 34.952778)",179784,"Pakistan",770,"Asia",1,1,"2009-04-26","2009-04-26",0,0,0,25,25,25,30
57443,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Dawn website, Karachi, in English 25 May 09","",NA,"","",2,"Dabori town","Federally Administered Tribal Areas","Orakzai Agency",33.737177,70.808836,"POINT (70.808836 33.737177)",178342,"Pakistan",770,"Asia",1,1,"2009-05-24","2009-05-24",0,0,0,12,12,12,12
53715,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"The News website, Islamabad, in English 10 Jun 09","",NA,"","ISPR spokesman",2,"Kalpanai Town","Khyber Pakhtunkwa Province","Buner District",34.467841,72.533039,"POINT (72.533039 34.467841)",179066,"Pakistan",770,"Asia",1,1,"2009-06-10","2009-06-10",1,0,0,0,1,1,1
57535,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Geo News TV website, Karachi, in English 26 Jun 09","",NA,"","",2,"Ladha Town","Federally Administered Tribal Areas","South Waziristan",32.561667,69.841111,"POINT (69.841111 32.561667)",176900,"Pakistan",770,"Asia",1,1,"2009-06-26","2009-06-26",0,0,0,9,8,9,8
60597,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"AP 11/7","",NA,"","police",3,"Dera Ghazi Khan District","Punjab Province","Dera Ghazi Khan District",30.474997,70.404471,"POINT (70.404471 30.474997)",173301,"Pakistan",770,"Asia",1,1,"2009-07-11","2009-07-11",0,0,0,1,1,1,1
53864,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Associated Press of Pakistan news agency, Islamabad, in English 1054gmt 20 Jul 09","",NA,"","",1,"Gul Shah Village","Khyber Pakhtunkwa Province","Swat District",35.023493,72.445396,"POINT (72.445396 35.023493)",180505,"Pakistan",770,"Asia",1,1,"2009-07-20","2009-07-20",0,0,0,2,2,2,2
57623,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"AP 29/7, Daily Times website, Lahore, in English 30 Jul 09","",NA,"","military",2,"Mingora Town","Khyber Pakhtunkwa Province","Swat District",34.783333,72.366667,"POINT (72.366667 34.783333)",179785,"Pakistan",770,"Asia",1,1,"2009-07-29","2009-07-29",0,0,0,4,4,4,4
49432,2009,0,3,488,"Government of Myanmar (Burma) - Civilians",955,"Government of Myanmar (Burma) - Civilians",144,"775","Government of Myanmar (Burma)",1,NA,"Civilians",-1,"August 6, Shan Herald Agency for News","",NA,"","villagers",5,"Mong Keung Township","Shan State","Loilen District",21.607778,97.530556,"POINT (97.530556 21.607778)",161116,"Myanmar (Burma)",775,"Asia",1,1,"2009-08-03","2009-08-03",0,0,1,0,1,1,1
