idnum	idacr	year	pop	source
93	NIC	1853	386.06	2
93	NIC	1854	392.97	2
93	NIC	1855	400.00	1
93	NIC	1856	389.50	2
93	NIC	1857	379.28	2
93	NIC	1858	369.33	2
93	NIC	1859	359.63	2
93	NIC	1860	350.20	2
93	NIC	1861	341.01	2
93	NIC	1862	332.06	2
93	NIC	1863	323.34	2
93	NIC	1864	314.86	2
93	NIC	1865	306.59	2
93	NIC	1866	298.55	2
93	NIC	1867	290.71	2
93	NIC	1868	283.08	2
93	NIC	1869	275.65	2
93	NIC	1870	268.42	2
93	NIC	1871	261.38	2
93	NIC	1872	254.52	2
93	NIC	1873	247.84	2
93	NIC	1874	241.33	2
93	NIC	1875	235.00	1
93	NIC	1876	237.74	2
93	NIC	1877	240.50	2
93	NIC	1878	243.30	2
93	NIC	1879	246.14	2
93	NIC	1880	249.00	2
93	NIC	1881	251.90	2
93	NIC	1882	254.83	2
93	NIC	1883	257.80	1
93	NIC	1884	259.80	1
93	NIC	1885	261.10	2
93	NIC	1886	262.40	1
93	NIC	1887	269.03	2
93	NIC	1888	275.83	2
93	NIC	1889	282.80	1
93	NIC	1890	297.07	2
93	NIC	1891	312.07	2
93	NIC	1892	327.82	2
93	NIC	1893	344.36	2
93	NIC	1894	361.74	2
93	NIC	1895	380.00	1
93	NIC	1896	389.38	2
93	NIC	1897	399.00	2
93	NIC	1898	408.86	2
93	NIC	1899	418.95	2
93	NIC	1900	421.00	0
93	NIC	1901	433.00	0
93	NIC	1902	451.00	0
93	NIC	1903	464.00	0
93	NIC	1904	480.00	0
93	NIC	1905	492.00	0
93	NIC	1906	505.00	0
93	NIC	1907	515.00	0
93	NIC	1908	523.00	0
93	NIC	1909	532.00	0
93	NIC	1910	540.00	0
93	NIC	1911	551.00	0
93	NIC	1912	560.00	0
93	NIC	1913	570.00	0
93	NIC	1914	580.00	0
93	NIC	1915	591.00	0
93	NIC	1916	602.00	0
93	NIC	1917	610.00	0
93	NIC	1918	621.00	0
93	NIC	1919	630.00	0
93	NIC	1920	638.00	0
93	NIC	1921	644.00	0
93	NIC	1922	650.00	0
93	NIC	1923	655.00	0
93	NIC	1924	660.00	0
93	NIC	1925	664.00	0
93	NIC	1926	668.00	0
93	NIC	1927	670.00	0
93	NIC	1928	674.00	0
93	NIC	1929	680.00	0
93	NIC	1930	684.00	0
93	NIC	1931	690.00	0
93	NIC	1932	693.00	0
93	NIC	1933	697.00	0
93	NIC	1934	711.00	0
93	NIC	1935	728.00	0
93	NIC	1936	746.00	0
93	NIC	1937	765.00	0
93	NIC	1938	785.00	0
93	NIC	1939	806.00	0
93	NIC	1940	825.00	0
93	NIC	1941	844.00	0
93	NIC	1942	863.00	0
93	NIC	1943	880.00	0
93	NIC	1944	900.00	0
93	NIC	1945	923.00	0
93	NIC	1946	949.00	0
93	NIC	1947	977.00	0
93	NIC	1948	1001.00	0
93	NIC	1949	1028.00	0
93	NIC	1950	1052.00	0
93	NIC	1951	1083.00	0
93	NIC	1952	1116.00	0
93	NIC	1953	1149.00	0
93	NIC	1954	1183.00	0
93	NIC	1955	1218.00	0
93	NIC	1956	1255.00	0
93	NIC	1957	1292.00	0
93	NIC	1958	1330.00	0
93	NIC	1959	1370.00	0
93	NIC	1960	1411.00	0
93	NIC	1961	1453.00	0
93	NIC	1962	1496.00	0
93	NIC	1963	1541.00	0
93	NIC	1964	1579.00	0
93	NIC	1965	1619.00	0
93	NIC	1966	1660.00	0
93	NIC	1967	1701.00	0
93	NIC	1968	1744.00	0
93	NIC	1969	1788.00	0
93	NIC	1970	2053.00	0
93	NIC	1971	1889.00	0
93	NIC	1972	1955.00	0
93	NIC	1973	2015.00	0
93	NIC	1974	2087.00	0
93	NIC	1975	2408.00	0
93	NIC	1976	2244.00	0
93	NIC	1977	2325.00	0
93	NIC	1978	2410.00	0
93	NIC	1979	2644.00	0
93	NIC	1980	2771.00	0
93	NIC	1981	2871.00	0
93	NIC	1982	2957.00	0
93	NIC	1983	3058.00	0
93	NIC	1984	3163.00	0
93	NIC	1985	3272.00	0
93	NIC	1986	3384.00	0
93	NIC	1987	3501.00	0
93	NIC	1988	3622.00	0
93	NIC	1989	3745.00	0
93	NIC	1990	3871.00	0
93	NIC	1991	3999.00	0
93	NIC	1992	4131.00	0
93	NIC	1993	4265.00	0
93	NIC	1994	4401.00	0
93	NIC	1995	4539.00	0
93	NIC	1996	4238.00	0
93	NIC	1997	4351.00	0
93	NIC	1998	4807.00	0
93	NIC	1999	4938.00	0
93	NIC	2000	5074.00	0
93	NIC	2001	5077.00	0
93	NIC	2002	5358.80	3
93	NIC	2003	5513.97	3
93	NIC	2004	5673.64	3
94	COS	1840	77.64	2
94	COS	1841	78.42	2
94	COS	1842	79.20	2
94	COS	1843	80.00	2
94	COS	1844	80.80	1
94	COS	1845	100.20	1
94	COS	1846	101.75	2
94	COS	1847	103.31	2
94	COS	1848	104.91	2
94	COS	1849	106.53	2
94	COS	1850	108.17	2
94	COS	1851	109.84	2
94	COS	1852	111.53	2
94	COS	1853	113.25	2
94	COS	1854	115.00	1
94	COS	1855	116.89	2
94	COS	1856	118.81	2
94	COS	1857	120.76	2
94	COS	1858	122.74	2
94	COS	1859	124.75	2
